#WAVELENGTH FLUX
1.289159972897482703e+03 0.000000000000000000e+00
1.289169938735838286e+03 0.000000000000000000e+00
1.289179904574193870e+03 0.000000000000000000e+00
1.289189870412549453e+03 0.000000000000000000e+00
1.289199836250905264e+03 0.000000000000000000e+00
1.289209802089260847e+03 0.000000000000000000e+00
1.289219767927616431e+03 0.000000000000000000e+00
1.289229733765972014e+03 0.000000000000000000e+00
1.289239699604327825e+03 0.000000000000000000e+00
1.289249665442683408e+03 0.000000000000000000e+00
1.289259631281038992e+03 0.000000000000000000e+00
1.289269597119394575e+03 0.000000000000000000e+00
1.289279562957750386e+03 0.000000000000000000e+00
1.289289528796105969e+03 0.000000000000000000e+00
1.289299494634461553e+03 0.000000000000000000e+00
1.289309460472817136e+03 0.000000000000000000e+00
1.289319426311172947e+03 0.000000000000000000e+00
1.289329392149528530e+03 0.000000000000000000e+00
1.289339357987884114e+03 0.000000000000000000e+00
1.289349323826239697e+03 0.000000000000000000e+00
1.289359289664595508e+03 0.000000000000000000e+00
1.289369255502951091e+03 0.000000000000000000e+00
1.289379221341306675e+03 0.000000000000000000e+00
1.289389187179662258e+03 0.000000000000000000e+00
1.289399153018018069e+03 0.000000000000000000e+00
1.289409118856373652e+03 0.000000000000000000e+00
1.289419084694729236e+03 0.000000000000000000e+00
1.289429050533084819e+03 0.000000000000000000e+00
1.289439016371440630e+03 0.000000000000000000e+00
1.289448982209796213e+03 0.000000000000000000e+00
1.289458948048151797e+03 0.000000000000000000e+00
1.289468913886507380e+03 0.000000000000000000e+00
1.289478879724863191e+03 0.000000000000000000e+00
1.289488845563218774e+03 0.000000000000000000e+00
1.289498811401574358e+03 0.000000000000000000e+00
1.289508777239929941e+03 0.000000000000000000e+00
1.289518743078285752e+03 0.000000000000000000e+00
1.289528708916641335e+03 0.000000000000000000e+00
1.289538674754996919e+03 0.000000000000000000e+00
1.289548640593352502e+03 0.000000000000000000e+00
1.289558606431708313e+03 0.000000000000000000e+00
1.289568572270063896e+03 0.000000000000000000e+00
1.289578538108419480e+03 0.000000000000000000e+00
1.289588503946775063e+03 0.000000000000000000e+00
1.289598469785130874e+03 0.000000000000000000e+00
1.289608435623486457e+03 0.000000000000000000e+00
1.289618401461842041e+03 0.000000000000000000e+00
1.289628367300197624e+03 0.000000000000000000e+00
1.289638333138553435e+03 0.000000000000000000e+00
1.289648298976909018e+03 0.000000000000000000e+00
1.289658264815264602e+03 0.000000000000000000e+00
1.289668230653620185e+03 0.000000000000000000e+00
1.289678196491975996e+03 0.000000000000000000e+00
1.289688162330331579e+03 0.000000000000000000e+00
1.289698128168687163e+03 0.000000000000000000e+00
1.289708094007042746e+03 0.000000000000000000e+00
1.289718059845398557e+03 0.000000000000000000e+00
1.289728025683754140e+03 0.000000000000000000e+00
1.289737991522109724e+03 0.000000000000000000e+00
1.289747957360465307e+03 0.000000000000000000e+00
1.289757923198821118e+03 0.000000000000000000e+00
1.289767889037176701e+03 0.000000000000000000e+00
1.289777854875532284e+03 0.000000000000000000e+00
1.289787820713887868e+03 0.000000000000000000e+00
1.289797786552243679e+03 0.000000000000000000e+00
1.289807752390599262e+03 0.000000000000000000e+00
1.289817718228954845e+03 0.000000000000000000e+00
1.289827684067310429e+03 0.000000000000000000e+00
1.289837649905666240e+03 0.000000000000000000e+00
1.289847615744021823e+03 0.000000000000000000e+00
1.289857581582377406e+03 0.000000000000000000e+00
1.289867547420732990e+03 0.000000000000000000e+00
1.289877513259088801e+03 0.000000000000000000e+00
1.289887479097444384e+03 0.000000000000000000e+00
1.289897444935799967e+03 0.000000000000000000e+00
1.289907410774155551e+03 0.000000000000000000e+00
1.289917376612511362e+03 0.000000000000000000e+00
1.289927342450866945e+03 0.000000000000000000e+00
1.289937308289222528e+03 0.000000000000000000e+00
1.289947274127578112e+03 0.000000000000000000e+00
1.289957239965933923e+03 0.000000000000000000e+00
1.289967205804289506e+03 0.000000000000000000e+00
1.289977171642645089e+03 0.000000000000000000e+00
1.289987137481000673e+03 0.000000000000000000e+00
1.289997103319356484e+03 0.000000000000000000e+00
1.290007069157712067e+03 0.000000000000000000e+00
1.290017034996067650e+03 0.000000000000000000e+00
1.290027000834423234e+03 0.000000000000000000e+00
1.290036966672779045e+03 0.000000000000000000e+00
1.290046932511134628e+03 0.000000000000000000e+00
1.290056898349490211e+03 0.000000000000000000e+00
1.290066864187845795e+03 0.000000000000000000e+00
1.290076830026201606e+03 0.000000000000000000e+00
1.290086795864557189e+03 0.000000000000000000e+00
1.290096761702912772e+03 0.000000000000000000e+00
1.290106727541268356e+03 0.000000000000000000e+00
1.290116693379624166e+03 0.000000000000000000e+00
1.290126659217979750e+03 0.000000000000000000e+00
1.290136625056335333e+03 0.000000000000000000e+00
1.290146590894690917e+03 0.000000000000000000e+00
1.290156556733046727e+03 0.000000000000000000e+00
1.290166522571402311e+03 0.000000000000000000e+00
1.290176488409757894e+03 0.000000000000000000e+00
1.290186454248113478e+03 0.000000000000000000e+00
1.290196420086469288e+03 0.000000000000000000e+00
1.290206385924824872e+03 0.000000000000000000e+00
1.290216351763180455e+03 0.000000000000000000e+00
1.290226317601536039e+03 0.000000000000000000e+00
1.290236283439891849e+03 0.000000000000000000e+00
1.290246249278247433e+03 0.000000000000000000e+00
1.290256215116603016e+03 0.000000000000000000e+00
1.290266180954958600e+03 0.000000000000000000e+00
1.290276146793314410e+03 0.000000000000000000e+00
1.290286112631669994e+03 0.000000000000000000e+00
1.290296078470025577e+03 0.000000000000000000e+00
1.290306044308381161e+03 0.000000000000000000e+00
1.290316010146736971e+03 0.000000000000000000e+00
1.290325975985092555e+03 0.000000000000000000e+00
1.290335941823448138e+03 0.000000000000000000e+00
1.290345907661803722e+03 0.000000000000000000e+00
1.290355873500159532e+03 0.000000000000000000e+00
1.290365839338515116e+03 0.000000000000000000e+00
1.290375805176870699e+03 0.000000000000000000e+00
1.290385771015226283e+03 0.000000000000000000e+00
1.290395736853582093e+03 0.000000000000000000e+00
1.290405702691937677e+03 0.000000000000000000e+00
1.290415668530293260e+03 0.000000000000000000e+00
1.290425634368648844e+03 0.000000000000000000e+00
1.290435600207004654e+03 0.000000000000000000e+00
1.290445566045360238e+03 0.000000000000000000e+00
1.290455531883715821e+03 0.000000000000000000e+00
1.290465497722071404e+03 0.000000000000000000e+00
1.290475463560427215e+03 0.000000000000000000e+00
1.290485429398782799e+03 0.000000000000000000e+00
1.290495395237138382e+03 0.000000000000000000e+00
1.290505361075493965e+03 0.000000000000000000e+00
1.290515326913849776e+03 0.000000000000000000e+00
1.290525292752205360e+03 0.000000000000000000e+00
1.290535258590560943e+03 0.000000000000000000e+00
1.290545224428916526e+03 0.000000000000000000e+00
1.290555190267272337e+03 0.000000000000000000e+00
1.290565156105627921e+03 0.000000000000000000e+00
1.290575121943983504e+03 0.000000000000000000e+00
1.290585087782339087e+03 0.000000000000000000e+00
1.290595053620694898e+03 0.000000000000000000e+00
1.290605019459050482e+03 0.000000000000000000e+00
1.290614985297406065e+03 0.000000000000000000e+00
1.290624951135761648e+03 0.000000000000000000e+00
1.290634916974117459e+03 0.000000000000000000e+00
1.290644882812473043e+03 0.000000000000000000e+00
1.290654848650828626e+03 0.000000000000000000e+00
1.290664814489184209e+03 0.000000000000000000e+00
1.290674780327540020e+03 0.000000000000000000e+00
1.290684746165895604e+03 0.000000000000000000e+00
1.290694712004251187e+03 0.000000000000000000e+00
1.290704677842606770e+03 0.000000000000000000e+00
1.290714643680962581e+03 0.000000000000000000e+00
1.290724609519318165e+03 0.000000000000000000e+00
1.290734575357673748e+03 0.000000000000000000e+00
1.290744541196029331e+03 0.000000000000000000e+00
1.290754507034385142e+03 0.000000000000000000e+00
1.290764472872740726e+03 0.000000000000000000e+00
1.290774438711096309e+03 0.000000000000000000e+00
1.290784404549451892e+03 0.000000000000000000e+00
1.290794370387807703e+03 0.000000000000000000e+00
1.290804336226163286e+03 0.000000000000000000e+00
1.290814302064518870e+03 0.000000000000000000e+00
1.290824267902874453e+03 0.000000000000000000e+00
1.290834233741230264e+03 0.000000000000000000e+00
1.290844199579585847e+03 0.000000000000000000e+00
1.290854165417941431e+03 0.000000000000000000e+00
1.290864131256297014e+03 0.000000000000000000e+00
1.290874097094652825e+03 0.000000000000000000e+00
1.290884062933008408e+03 0.000000000000000000e+00
1.290894028771363992e+03 0.000000000000000000e+00
1.290903994609719575e+03 0.000000000000000000e+00
1.290913960448075386e+03 0.000000000000000000e+00
1.290923926286430969e+03 0.000000000000000000e+00
1.290933892124786553e+03 0.000000000000000000e+00
1.290943857963142136e+03 0.000000000000000000e+00
1.290953823801497947e+03 0.000000000000000000e+00
1.290963789639853530e+03 0.000000000000000000e+00
1.290973755478209114e+03 0.000000000000000000e+00
1.290983721316564697e+03 0.000000000000000000e+00
1.290993687154920508e+03 0.000000000000000000e+00
1.291003652993276091e+03 0.000000000000000000e+00
1.291013618831631675e+03 0.000000000000000000e+00
1.291023584669987258e+03 0.000000000000000000e+00
1.291033550508343069e+03 0.000000000000000000e+00
1.291043516346698652e+03 0.000000000000000000e+00
1.291053482185054236e+03 0.000000000000000000e+00
1.291063448023409819e+03 0.000000000000000000e+00
1.291073413861765630e+03 0.000000000000000000e+00
1.291083379700121213e+03 0.000000000000000000e+00
1.291093345538476797e+03 0.000000000000000000e+00
1.291103311376832380e+03 0.000000000000000000e+00
1.291113277215188191e+03 0.000000000000000000e+00
1.291123243053543774e+03 0.000000000000000000e+00
1.291133208891899358e+03 0.000000000000000000e+00
1.291143174730254941e+03 0.000000000000000000e+00
1.291153140568610524e+03 0.000000000000000000e+00
1.291163106406966335e+03 0.000000000000000000e+00
1.291173072245321919e+03 0.000000000000000000e+00
1.291183038083677502e+03 0.000000000000000000e+00
1.291193003922033085e+03 0.000000000000000000e+00
1.291202969760388896e+03 0.000000000000000000e+00
1.291212935598744480e+03 0.000000000000000000e+00
1.291222901437100063e+03 0.000000000000000000e+00
1.291232867275455646e+03 0.000000000000000000e+00
1.291242833113811457e+03 0.000000000000000000e+00
1.291252798952167041e+03 0.000000000000000000e+00
1.291262764790522624e+03 0.000000000000000000e+00
1.291272730628878207e+03 0.000000000000000000e+00
1.291282696467234018e+03 0.000000000000000000e+00
1.291292662305589602e+03 0.000000000000000000e+00
1.291302628143945185e+03 0.000000000000000000e+00
1.291312593982300768e+03 0.000000000000000000e+00
1.291322559820656579e+03 0.000000000000000000e+00
1.291332525659012163e+03 0.000000000000000000e+00
1.291342491497367746e+03 0.000000000000000000e+00
1.291352457335723329e+03 0.000000000000000000e+00
1.291362423174079140e+03 0.000000000000000000e+00
1.291372389012434724e+03 0.000000000000000000e+00
1.291382354850790307e+03 0.000000000000000000e+00
1.291392320689145890e+03 0.000000000000000000e+00
1.291402286527501701e+03 0.000000000000000000e+00
1.291412252365857285e+03 0.000000000000000000e+00
1.291422218204212868e+03 0.000000000000000000e+00
1.291432184042568451e+03 0.000000000000000000e+00
1.291442149880924262e+03 0.000000000000000000e+00
1.291452115719279846e+03 0.000000000000000000e+00
1.291462081557635429e+03 0.000000000000000000e+00
1.291472047395991012e+03 0.000000000000000000e+00
1.291482013234346823e+03 0.000000000000000000e+00
1.291491979072702406e+03 0.000000000000000000e+00
1.291501944911057990e+03 0.000000000000000000e+00
1.291511910749413573e+03 0.000000000000000000e+00
1.291521876587769384e+03 0.000000000000000000e+00
1.291531842426124967e+03 0.000000000000000000e+00
1.291541808264480551e+03 0.000000000000000000e+00
1.291551774102836134e+03 0.000000000000000000e+00
1.291561739941191945e+03 0.000000000000000000e+00
1.291571705779547528e+03 0.000000000000000000e+00
1.291581671617903112e+03 0.000000000000000000e+00
1.291591637456258695e+03 0.000000000000000000e+00
1.291601603294614506e+03 0.000000000000000000e+00
1.291611569132970089e+03 0.000000000000000000e+00
1.291621534971325673e+03 0.000000000000000000e+00
1.291631500809681256e+03 0.000000000000000000e+00
1.291641466648037067e+03 0.000000000000000000e+00
1.291651432486392650e+03 0.000000000000000000e+00
1.291661398324748234e+03 0.000000000000000000e+00
1.291671364163103817e+03 0.000000000000000000e+00
1.291681330001459628e+03 0.000000000000000000e+00
1.291691295839815211e+03 0.000000000000000000e+00
1.291701261678170795e+03 0.000000000000000000e+00
1.291711227516526378e+03 0.000000000000000000e+00
1.291721193354882189e+03 0.000000000000000000e+00
1.291731159193237772e+03 0.000000000000000000e+00
1.291741125031593356e+03 0.000000000000000000e+00
1.291751090869948939e+03 0.000000000000000000e+00
1.291761056708304750e+03 0.000000000000000000e+00
1.291771022546660333e+03 0.000000000000000000e+00
1.291780988385015917e+03 0.000000000000000000e+00
1.291790954223371500e+03 0.000000000000000000e+00
1.291800920061727311e+03 0.000000000000000000e+00
1.291810885900082894e+03 0.000000000000000000e+00
1.291820851738438478e+03 0.000000000000000000e+00
1.291830817576794061e+03 0.000000000000000000e+00
1.291840783415149872e+03 0.000000000000000000e+00
1.291850749253505455e+03 0.000000000000000000e+00
1.291860715091861039e+03 0.000000000000000000e+00
1.291870680930216622e+03 0.000000000000000000e+00
1.291880646768572433e+03 0.000000000000000000e+00
1.291890612606928016e+03 0.000000000000000000e+00
1.291900578445283600e+03 0.000000000000000000e+00
1.291910544283639183e+03 0.000000000000000000e+00
1.291920510121994994e+03 0.000000000000000000e+00
1.291930475960350577e+03 0.000000000000000000e+00
1.291940441798706161e+03 0.000000000000000000e+00
1.291950407637061744e+03 0.000000000000000000e+00
1.291960373475417555e+03 0.000000000000000000e+00
1.291970339313773138e+03 0.000000000000000000e+00
1.291980305152128722e+03 0.000000000000000000e+00
1.291990270990484305e+03 0.000000000000000000e+00
1.292000236828840116e+03 0.000000000000000000e+00
1.292010202667195699e+03 0.000000000000000000e+00
1.292020168505551283e+03 0.000000000000000000e+00
1.292030134343906866e+03 0.000000000000000000e+00
1.292040100182262677e+03 0.000000000000000000e+00
1.292050066020618260e+03 0.000000000000000000e+00
1.292060031858973844e+03 0.000000000000000000e+00
1.292069997697329427e+03 0.000000000000000000e+00
1.292079963535685238e+03 0.000000000000000000e+00
1.292089929374040821e+03 0.000000000000000000e+00
1.292099895212396405e+03 0.000000000000000000e+00
1.292109861050751988e+03 0.000000000000000000e+00
1.292119826889107799e+03 0.000000000000000000e+00
1.292129792727463382e+03 0.000000000000000000e+00
1.292139758565818966e+03 0.000000000000000000e+00
1.292149724404174549e+03 0.000000000000000000e+00
1.292159690242530360e+03 0.000000000000000000e+00
1.292169656080885943e+03 0.000000000000000000e+00
1.292179621919241526e+03 0.000000000000000000e+00
1.292189587757597110e+03 0.000000000000000000e+00
1.292199553595952921e+03 0.000000000000000000e+00
1.292209519434308504e+03 0.000000000000000000e+00
1.292219485272664087e+03 0.000000000000000000e+00
1.292229451111019671e+03 0.000000000000000000e+00
1.292239416949375482e+03 0.000000000000000000e+00
1.292249382787731065e+03 0.000000000000000000e+00
1.292259348626086648e+03 0.000000000000000000e+00
1.292269314464442232e+03 0.000000000000000000e+00
1.292279280302798043e+03 0.000000000000000000e+00
1.292289246141153626e+03 0.000000000000000000e+00
1.292299211979509209e+03 0.000000000000000000e+00
1.292309177817864793e+03 0.000000000000000000e+00
1.292319143656220604e+03 0.000000000000000000e+00
1.292329109494576187e+03 0.000000000000000000e+00
1.292339075332931770e+03 0.000000000000000000e+00
1.292349041171287354e+03 0.000000000000000000e+00
1.292359007009643165e+03 0.000000000000000000e+00
1.292368972847998748e+03 0.000000000000000000e+00
1.292378938686354331e+03 0.000000000000000000e+00
1.292388904524709915e+03 0.000000000000000000e+00
1.292398870363065726e+03 0.000000000000000000e+00
1.292408836201421309e+03 0.000000000000000000e+00
1.292418802039776892e+03 0.000000000000000000e+00
1.292428767878132476e+03 0.000000000000000000e+00
1.292438733716488287e+03 0.000000000000000000e+00
1.292448699554843870e+03 0.000000000000000000e+00
1.292458665393199453e+03 0.000000000000000000e+00
1.292468631231555037e+03 0.000000000000000000e+00
1.292478597069910847e+03 0.000000000000000000e+00
1.292488562908266431e+03 0.000000000000000000e+00
1.292498528746622014e+03 0.000000000000000000e+00
1.292508494584977598e+03 0.000000000000000000e+00
1.292518460423333408e+03 0.000000000000000000e+00
1.292528426261688992e+03 0.000000000000000000e+00
1.292538392100044575e+03 0.000000000000000000e+00
1.292548357938400159e+03 0.000000000000000000e+00
1.292558323776755969e+03 0.000000000000000000e+00
1.292568289615111553e+03 0.000000000000000000e+00
1.292578255453467136e+03 0.000000000000000000e+00
1.292588221291822720e+03 0.000000000000000000e+00
1.292598187130178530e+03 0.000000000000000000e+00
1.292608152968534114e+03 0.000000000000000000e+00
1.292618118806889697e+03 0.000000000000000000e+00
1.292628084645245281e+03 0.000000000000000000e+00
1.292638050483601091e+03 0.000000000000000000e+00
1.292648016321956675e+03 0.000000000000000000e+00
1.292657982160312258e+03 0.000000000000000000e+00
1.292667947998667842e+03 0.000000000000000000e+00
1.292677913837023652e+03 0.000000000000000000e+00
1.292687879675379236e+03 0.000000000000000000e+00
1.292697845513734819e+03 0.000000000000000000e+00
1.292707811352090403e+03 0.000000000000000000e+00
1.292717777190446213e+03 0.000000000000000000e+00
1.292727743028801797e+03 0.000000000000000000e+00
1.292737708867157380e+03 0.000000000000000000e+00
1.292747674705512964e+03 0.000000000000000000e+00
1.292757640543868774e+03 0.000000000000000000e+00
1.292767606382224358e+03 0.000000000000000000e+00
1.292777572220579941e+03 0.000000000000000000e+00
1.292787538058935525e+03 0.000000000000000000e+00
1.292797503897291335e+03 0.000000000000000000e+00
1.292807469735646919e+03 0.000000000000000000e+00
1.292817435574002502e+03 0.000000000000000000e+00
1.292827401412358086e+03 0.000000000000000000e+00
1.292837367250713896e+03 0.000000000000000000e+00
1.292847333089069480e+03 0.000000000000000000e+00
1.292857298927425063e+03 0.000000000000000000e+00
1.292867264765780646e+03 0.000000000000000000e+00
1.292877230604136457e+03 0.000000000000000000e+00
1.292887196442492041e+03 0.000000000000000000e+00
1.292897162280847624e+03 0.000000000000000000e+00
1.292907128119203207e+03 0.000000000000000000e+00
1.292917093957559018e+03 0.000000000000000000e+00
1.292927059795914602e+03 0.000000000000000000e+00
1.292937025634270185e+03 0.000000000000000000e+00
1.292946991472625768e+03 0.000000000000000000e+00
1.292956957310981579e+03 0.000000000000000000e+00
1.292966923149337163e+03 0.000000000000000000e+00
1.292976888987692746e+03 0.000000000000000000e+00
1.292986854826048329e+03 0.000000000000000000e+00
1.292996820664404140e+03 0.000000000000000000e+00
1.293006786502759724e+03 0.000000000000000000e+00
1.293016752341115307e+03 0.000000000000000000e+00
1.293026718179470890e+03 0.000000000000000000e+00
1.293036684017826701e+03 0.000000000000000000e+00
1.293046649856182285e+03 0.000000000000000000e+00
1.293056615694537868e+03 0.000000000000000000e+00
1.293066581532893451e+03 0.000000000000000000e+00
1.293076547371249262e+03 0.000000000000000000e+00
1.293086513209604846e+03 0.000000000000000000e+00
1.293096479047960429e+03 0.000000000000000000e+00
1.293106444886316012e+03 0.000000000000000000e+00
1.293116410724671823e+03 0.000000000000000000e+00
1.293126376563027407e+03 0.000000000000000000e+00
1.293136342401382990e+03 0.000000000000000000e+00
1.293146308239738573e+03 0.000000000000000000e+00
1.293156274078094384e+03 0.000000000000000000e+00
1.293166239916449967e+03 0.000000000000000000e+00
1.293176205754805551e+03 0.000000000000000000e+00
1.293186171593161134e+03 0.000000000000000000e+00
1.293196137431516945e+03 0.000000000000000000e+00
1.293206103269872528e+03 0.000000000000000000e+00
1.293216069108228112e+03 0.000000000000000000e+00
1.293226034946583695e+03 0.000000000000000000e+00
1.293236000784939506e+03 0.000000000000000000e+00
1.293245966623295089e+03 0.000000000000000000e+00
1.293255932461650673e+03 0.000000000000000000e+00
1.293265898300006256e+03 0.000000000000000000e+00
1.293275864138362067e+03 0.000000000000000000e+00
1.293285829976717650e+03 0.000000000000000000e+00
1.293295795815073234e+03 0.000000000000000000e+00
1.293305761653428817e+03 0.000000000000000000e+00
1.293315727491784628e+03 0.000000000000000000e+00
1.293325693330140211e+03 0.000000000000000000e+00
1.293335659168495795e+03 0.000000000000000000e+00
1.293345625006851378e+03 0.000000000000000000e+00
1.293355590845207189e+03 0.000000000000000000e+00
1.293365556683562772e+03 0.000000000000000000e+00
1.293375522521918356e+03 0.000000000000000000e+00
1.293385488360273939e+03 0.000000000000000000e+00
1.293395454198629750e+03 0.000000000000000000e+00
1.293405420036985333e+03 0.000000000000000000e+00
1.293415385875340917e+03 0.000000000000000000e+00
1.293425351713696500e+03 0.000000000000000000e+00
1.293435317552052311e+03 0.000000000000000000e+00
